Title,Price,Location,Rooms,Area,Floor
Отдельный дом · 4 комнаты · 87 м² · 5 сот.,28 000 000〒,Запорожская — Нурмагаметова,4,87.0,1
Отдельный дом · 5 комнат · 160 м² · 6.5 сот.,50 000 000〒,Айдарлы 59 — Новый мечеть,5,160.0,1
Часть дома · 5 комнат · 120.8 м² · 3 сот.,44 700 000〒,"Ауэзовский р-н, ул Тайбурыл 8",5,120.8,1
Отдельный дом · 6 комнат · 205 м² · 5.4 сот.,60 000 000〒,Тулпар 19А,6,205.0,1
Часть дома · 3 комнаты · 75 м² · 2 сот.,28 000 000〒,"Турксибский р-н, Сейфуллина — Сейфуллина Жумабаева",3,75.0,1
Отдельный дом · 4 комнаты · 142.8 м² · 1500 сот.,25 000 000〒,Жалау Қазиев 56,4,142.8,1
Отдельный дом · 3 комнаты · 120 м² · 10 сот.,10 000 000〒,Д,3,120.0,1
Отдельный дом · 10 комнат · 1380 м² · 30 сот.,950 000 000〒,"Есильский р-н, Мугалжар 26",10,1380.0,1
Отдельный дом · 5 комнат · 220 м² · 20 сот.,31 000 000〒,Вторая 12 — Дом находится в 20 мкрне,5,220.0,1
Дача · 2 комнаты · 15 м² · 15 сот.,7 000 000〒,Қарайшыков 80/1,2,15.0,1
Отдельный дом · 12 комнат · 450 м² · 10 сот.,130 000 000〒,"Сарыарка р-н, Жайылма 8",12,450.0,1
Отдельный дом · 4 комнаты · 200 м² · 10 сот.,175 000 000〒,Маметовой 1а,4,200.0,1
Отдельный дом · 5 комнат · 143 м² · 7 сот.,50 000 000〒,Бекет ата 88а,5,143.0,1
Отдельный дом · 4 комнаты · 73 м² · 8 сот.,26 000 000〒,Саттарханова 24,4,73.0,1
Отдельный дом · 6 комнат · 360 м² · 10.5 сот.,340 000 000〒,"Есильский р-н, Будапешт 32",6,360.0,1
Отдельный дом · 3 комнаты · 80 м² · 6 сот.,40 000 000〒,"Алатауский р-н, мкр Теректы, Мкр Теректы Шенгельды 9",3,80.0,1
Отдельный дом · 7 комнат · 350 м² · 12 сот.,65 000 000〒,Улытау 8а,7,350.0,1
Отдельный дом · 3 комнаты · 160 м² · 8 сот.,140 000 000〒,Садовод Востока,3,160.0,1
Отдельный дом · 3 комнаты · 70 м² · 3 сот.,15 000 000〒,"Сарыарка р-н, Карбышева — Ресторан Бастау",3,70.0,1
Часть дома · 3 комнаты · 67 м² · 2 сот.,35 000 000〒,"Алмалинский р-н, Туркебаева 179 — Абая",3,67.0,1
Дача · 2 комнаты · 33 м² · 5 сот.,2 000 000〒,"Ульбинский, Станиславкого — Лодочная",2,33.0,1
Отдельный дом · 3 комнаты · 90 м² · 7 сот.,30 000 000〒,"Алатауский р-н, мкр Шанырак-2, Каракемер 198",3,90.0,1
Отдельный дом · 3 комнаты · 120 м² · 10 сот.,23 000 000〒,Қапиза Тыныбекова 19а — Казына магазин мәдинет үйі ескі мектеп қасында,3,120.0,1
Отдельный дом · 4 комнаты · 80 м² · 6 сот.,45 000 000〒,"р-н Байконур, Ж.Омаров 184 — Сембинова-Сейфуллина",4,80.0,1
Отдельный дом · 5 комнат · 180 м² · 10 сот.,55 000 000〒,Молодежная — Исайева,5,180.0,1
Отдельный дом · 5 комнат · 210 м² · 6 сот.,70 000 000〒,Байтасова 11 — Капал,5,210.0,1
Отдельный дом · 4 комнаты · 60 м² · 10 сот.,14 300 000〒,"СК Акжар-Плюс, Акжар плюс",4,60.0,1
Отдельный дом · 6 комнат · 125 м² · 5 сот.,41 000 000〒,8-линия 863 — Школа Дана,6,125.0,1
Отдельный дом · 4 комнаты · 96 м² · 20 сот.,31 000 000〒,Жабаева 1,4,96.0,1
Отдельный дом · 3 комнаты · 80 м² · 5 сот.,13 000 000〒,Аэропорская 152 Е — Район Юность,3,80.0,1
Отдельный дом · 7 комнат · 163.4 м² · 7 сот.,70 000 000〒,"мкр Приморский, Арай-Полевая 22 — 3 улица",7,163.4,1
Отдельный дом · 7 комнат · 360 м² · 10 сот.,269 000 000〒,"Бостандыкский р-н, мкр Нур Алатау — Школа Тамос",7,360.0,1
Отдельный дом · 4 комнаты · 100 м² · 12 сот.,18 000 000〒,Нурсат 95/97,4,100.0,1
Отдельный дом · 5 комнат · 90 м² · 18 сот.,25 000 000〒,Самурык 22,5,90.0,1
Отдельный дом · 6 комнат · 11.12 м² · 8 сот.,8 000 000〒,"Аль-Фарабийский р-н, мкр Сауле , Сәуле ш/а",6,11.12,1
Отдельный дом · 5 комнат · 170 м² · 7.4 сот.,135 000 000〒,"Наурызбайский р-н, мкр Таусамалы — Кали Надырова и Шолпан",5,170.0,1
Часть дома · 4 комнаты · 79 м² · 5 сот.,28 999 990〒,"Туран р-н, Мугалимдер 10 — Крытый рынок",4,79.0,1
Отдельный дом · 4 комнаты · 120 м² · 9.27 сот.,24 500 000〒,Советская 1/1,4,120.0,1
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,19 000 000〒,"Енбекшинский р-н, мкр Специальная экономическая зона ""Оңтүстік"", Мкр қарабастау Қайып ата 3 33 — 99 Мектептің арты",4,100.0,1
Отдельный дом · 5 комнат · 110 м² · 8 сот.,42 000 000〒,Тупик желтовского 4,5,110.0,1
Отдельный дом · 5 комнат · 180 м² · 5 сот.,63 800 000〒,Жамбыла,5,180.0,1
Дача · 1 комната · 20 м² · 8 сот.,1 000 000〒,С. Сейфуллина,1,20.0,1
Часть дома · 4 комнаты · 145 м² · 8 сот.,24 000 000〒,"мкр Бирлик-2, 8 9",4,145.0,1
Часть дома · 4 комнаты · 71.5 м² · 9 сот.,17 000 000〒,Курмангазы 35/2,4,71.5,1
Отдельный дом · 4 комнаты · 99 м² · 3.42 сот.,47 000 000〒,"Наурызбайский р-н, мкр Калкаман-2, Лапина 66",4,99.0,1
Отдельный дом · 5 комнат · 290 м² · 10 сот.,67 000 000〒,Акан серэ,5,290.0,1
Отдельный дом · 7 комнат · 280 м² · 9 сот.,59 000 000〒,Чимкентская — Казгидромет,7,280.0,1
Отдельный дом · 5 комнат · 180 м² · 8 сот.,27 000 000〒,А Хангелдина 28 — Г Мусирепова,5,180.0,1
Отдельный дом · 12 комнат · 420 м² · 9 сот.,205 000 000〒,"Турксибский р-н, мкр Жас Канат, Баймагамбетова 234а",12,420.0,1
Отдельный дом · 6 комнат · 240 м² · 7 сот.,75 000 000〒,Розы Люксембург 4,6,240.0,1
Отдельный дом · 6 комнат · 240 м² · 7 сот.,75 000 000〒,Розы Люксембург 4,6,240.0,1
Отдельный дом · 6 комнат · 314.6 м² · 10 сот.,150 000 000〒,"Алматы р-н, Жайык 12",6,314.6,1
Отдельный дом · 4 комнаты · 76.9 м² · 6 сот.,8 000 000〒,Мирас 271 — Думан,4,76.9,1
Отдельный дом · 4 комнаты · 108 м² · 13 сот.,65 000 000〒,СК Актюбсельмаш 10 110,4,108.0,1
Отдельный дом · 5 комнат · 230 м² · 7.13 сот.,85 000 000〒,"Наурызбайский р-н, мкр Карагайлы",5,230.0,1
Дача · 3 комнаты · 105 м² · 12 сот.,31 000 000〒,Полиграфист 27,3,105.0,1
Отдельный дом · 4 комнаты · 120 м² · 6.5 сот.,26 000 000〒,Степана Разина 5 — Тайвань,4,120.0,1
Отдельный дом · 5 комнат · 330 м² · 10 сот.,85 000 000〒,Секен сулеменова 1,5,330.0,1
Дача · 3 комнаты · 60 м² · 6 сот.,10 000 000〒,Береке 16 — Линия 16,3,60.0,1
Отдельный дом · 15 комнат · 670 м² · 10 сот.,600 000 000〒,"Медеуский р-н, мкр Горный Гигант",15,670.0,1
Отдельный дом · 6 комнат · 122.4 м² · 10 сот.,20 000 000〒,Дәулет 16,6,122.4,1
Отдельный дом · 7 комнат · 315 м² · 14 сот.,480 000 000〒,"Бостандыкский р-н, мкр Баганашыл 39 — Алмалы",7,315.0,1
Отдельный дом · 7 комнат · 180 м² · 13 сот.,87 000 000〒,"Алматы р-н, Мустафа Шокай( Ботай) 20",7,180.0,1
Отдельный дом · 7 комнат · 375 м² · 11 сот.,60 000 000〒,"Каратауский р-н, Суханова 26 — Шымкентский Университет",7,375.0,1
Отдельный дом · 4 комнаты · 120 м² · 8.5 сот.,39 000 000〒,Ерлепесова 39,4,120.0,1
Часть дома · 3 комнаты · 52 м² · 6 сот.,35 000 000〒,"Наурызбайский р-н, мкр Карагайлы 123",3,52.0,1
Отдельный дом · 6 комнат · 212 м² · 10 сот.,220 000 000〒,"Наурызбайский р-н, мкр Курамыс, Балбырауын 19Б",6,212.0,1
Отдельный дом · 8 комнат · 250 м² · 23 сот.,45 000 000〒,8 участок 32 — Лидер по проспекту М. Утемисова,8,250.0,1
Отдельный дом · 6 комнат · 430 м² · 8 сот.,65 990 000〒,"мкр Кунаева, Проектировщик 1 — Перед чугуном мостом направо!!! напротив металинвест",6,430.0,1
Отдельный дом · 6 комнат · 120 м² · 9 сот.,83 000 000〒,"Наурызбайский р-н, мкр Калкаман-2 315/49 — Толе-би",6,120.0,1
Отдельный дом · 9 комнат · 480 м² · 10 сот.,225 000 000〒,"мкр Авиатор, Бокенбая батыра",9,480.0,1
Отдельный дом · 6 комнат · 258 м² · 39 сот.,20 000 000〒,Б Турысбекова,6,258.0,1
Отдельный дом · 7 комнат · 250 м² · 10 сот.,38 000 000〒,"жилой массив Жанаконыс, Инабат 9",7,250.0,1
Отдельный дом · 6 комнат · 170 м² · 8 сот.,33 000 000〒,"Абайский р-н, мкр Ынтымак , Ынтымак Орда Темирши ауле 1843 — Орда",6,170.0,1
Отдельный дом · 6 комнат · 200 м² · 12 сот.,120 000 000〒,"Алатауский р-н, мкр Шанырак-1, Жанаталап 10",6,200.0,1
Отдельный дом · 5 комнат · 110 м² · 5 сот.,35 000 000〒,9 квартал  763/76,5,110.0,1
3-комнатный дом · 158.04 м²,от 97 984 800〒,Алатуская трасса п. Туздыбастау,0,158.04,1
Отдельный дом · 8 комнат · 400 м² · 8 сот.,220 000 000〒,"Ауэзовский р-н, мкр Таугуль-3, Султана Бейбарыса 34",8,400.0,1
Отдельный дом · 4 комнаты · 130 м² · 6 сот.,90 000 000〒,Сман азимова 28-1 — Казыбек би,4,130.0,1
Часть дома · 4 комнаты · 100 м² · 90 сот.,2 000 000〒,Маралды 24 — Дом находится 40 км. от города по Курчатовской трассе.,4,100.0,1
Отдельный дом · 4 комнаты · 124 м² · 10 сот.,22 000 000〒,С. Сейфуллина 53 — Недалеко от маг. Аяулым и Медина,4,124.0,1
Отдельный дом · 5 комнат · 100 м² · 5 сот.,35 000 000〒,"Абайский р-н, мкр Самал-3 109 — Ізгілік",5,100.0,1
Часть дома · 4 комнаты · 300 м² · 10 сот.,35 000 000〒,Дамба — Амир Орынбасаров 14,4,300.0,1
Отдельный дом · 6 комнат · 275 м² · 8 сот.,55 000 000〒,Ықылас 61,6,275.0,1
Дача · 2 комнаты · 25 м² · 6.56 сот.,6 800 000〒,Горная 36 — Верхняя сторона БАКа,2,25.0,1
Отдельный дом · 5 комнат · 180 м² · 7.1 сот.,20 000 000〒,Жетысу 60,5,180.0,1
Отдельный дом · 8 комнат · 180 м² · 6 сот.,35 000 000〒,Ахан сері 13А — Нарбаев,8,180.0,1
Часть дома · 3 комнаты · 14 м² · 8 сот.,8 000 000〒,Сабыр Ниязбеков 80 — МК Водникова напротив дачного масива,3,14.0,1
Отдельный дом · 5 комнат · 200 м² · 5 сот.,75 000 000〒,Карева 49 — Достык-Карева,5,200.0,1
Отдельный дом · 3 комнаты · 56 м² · 6 сот.,15 000 000〒,Тургенева 11,3,56.0,1
Отдельный дом · 5 комнат · 260 м² · 10 сот.,137 000 000〒,"Бостандыкский р-н, мкр Баганашыл, СТ Алатау-2 11",5,260.0,1
Отдельный дом · 4 комнаты · 143.3 м² · 3.4 сот.,86 500 000〒,"Турксибский р-н, Потанина",4,143.3,1
Отдельный дом · 3 комнаты · 73 м² · 4 сот.,32 000 000〒,"Туран р-н, Интернациональная 111 — Базар Авто Нур",3,73.0,1
Отдельный дом · 2 комнаты · 61.9 м² · 15 сот.,13 500 000〒,"мкр Кокарна, 8 ул 1 — Проезд 8 Тубек монша",2,61.9,1
Часть дома · 3 комнаты · 59 м² · 5 сот.,13 000 000〒,"мкр Москва, Станционная 25 — Московская",3,59.0,1
Отдельный дом · 4 комнаты · 146.5 м² · 5 сот.,57 000 000〒,Ақтерек 26А,4,146.5,1
Отдельный дом · 6 комнат · 300 м² · 20 сот.,60 000 000〒,5 микрорайон 35,6,300.0,1
Отдельный дом · 4 комнаты · 130 м² · 8 сот.,50 000 000〒,"Каратауский р-н, мкр Кайтпас 2, Шойман аже 133 — Микрорайон Акжайык",4,130.0,1
Отдельный дом · 5 комнат · 180 м² · 6.5 сот.,115 000 000〒,"Наурызбайский р-н, мкр Рахат 51 — Жасыл Жер",5,180.0,1
Отдельный дом · 4 комнаты · 106 м² · 7 сот.,24 999 000〒,Лермонтова,4,106.0,1
Дача · 3 комнаты · 57.5 м² · 8 сот.,12 000 000〒,"Медеуский р-н, мкр Кенсай, Ст.Молодой садовод 80",3,57.5,1
Отдельный дом · 5 комнат · 160 м² · 6 сот.,36 000 000〒,Учетный квартал 117 203/200,5,160.0,1
Отдельный дом · 3 комнаты · 110 м² · 9.6 сот.,25 000 000〒,"жилой массив Жилянка, Садовый коллектив Ветерок 20 — Район ресторана Саке",3,110.0,1
Отдельный дом · 5 комнат · 340 м² · 10 сот.,85 000 000〒,Утепбаева,5,340.0,1
Отдельный дом · 4 комнаты · 86.2 м² · 7 сот.,21 000 000〒,"Ульбинский, Коминтерна 1 — Сафонова",4,86.2,1
Отдельный дом · 9 комнат · 450 м² · 8 сот.,175 000 000〒,"Каратауский р-н, мкр Нуртас — Каусар",9,450.0,1
Отдельный дом · 5 комнат · 221 м² · 2 сот.,230 000 000〒,"Бостандыкский р-н, мкр Ерменсай, 5 переулок",5,221.0,1
Отдельный дом · 3 комнаты · 72 м² · 8 сот.,20 000 000〒,"Каратауский р-н, мкр Бозарык , ПК Көктем 237",3,72.0,1
Отдельный дом · 3 комнаты · 70 м² · 590 сот.,10 500 000〒,Садовая,3,70.0,1
Отдельный дом · 5 комнат · 81.5 м² · 720.9 сот.,25 000 000〒,Арна 5 — Пос. Желаево. Находиться возле пляжа Арна,5,81.5,1
Отдельный дом · 3 комнаты · 70 м² · 590 сот.,10 500 000〒,Садовая,3,70.0,1
Отдельный дом · 5 комнат · 81.5 м² · 720.9 сот.,25 000 000〒,Арна 5 — Пос. Желаево. Находиться возле пляжа Арна,5,81.5,1
Отдельный дом · 7 комнат · 259 м² · 10 сот.,119 000 000〒,Кулагер 8,7,259.0,1
Отдельный дом · 4 комнаты · 110 м² · 50 сот.,57 000 000〒,Улгели,4,110.0,1
Часть дома · 4 комнаты · 120 м² · 8 сот.,20 000 000〒,"жилой массив Заречный-1, Актюбрентген 10 45а",4,120.0,1
Отдельный дом · 7 комнат · 290 м² · 5.6 сот.,150 000 000〒,"Наурызбайский р-н, мкр Тастыбулак, Жанат 25a — Остановка Айболит",7,290.0,1
Отдельный дом · 5 комнат · 150.5 м² · 10 сот.,36 000 000〒,"мкр Береке, Память Ильича Жантурина кошесі 14 — Рядом магазин ”Айзада”",5,150.5,1
Отдельный дом · 3 комнаты · 110 м² · 6 сот.,64 400 000〒,"Алатауский р-н, мкр Карасу, Мкр Карасу,ул Боганалы Орда 119/16 — Ориентир магазин Корзинка",3,110.0,1
Отдельный дом · 6 комнат · 225 м² · 10 сот.,55 000 000〒,Жолымбек 128,6,225.0,1
Дача · 2 комнаты · 36 м² · 6 сот.,9 000 000〒,"Заовражная 4 — С/о Мелиоратор, ул. Заовражная дом 4",2,36.0,1
Отдельный дом · 4 комнаты · 180 м² · 8 сот.,35 000 000〒,"Каратауский р-н, мкр Асар-2 — Атакент 101",4,180.0,1
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,10 000 000〒,Гани Муратбаева 23,4,100.0,1
Отдельный дом · 5 комнат · 130 м² · 12 сот.,9 000 000〒,Шубарсу 2 — Асыл бақ массив,5,130.0,1
Отдельный дом · 4 комнаты · 165 м² · 12 сот.,30 000 000〒,"мкр Томарлы, Политехнический колледж 18 — Рыб завод",4,165.0,1
Отдельный дом · 6 комнат · 370 м² · 8 сот.,150 000 000〒,"Абайский р-н, мкр Самал-1, Сырлысай — Казиева - Утегенова",6,370.0,1
Отдельный дом · 2 комнаты · 100 м² · 8 сот.,15 000 000〒,6 48,2,100.0,1
Отдельный дом · 3 комнаты · 114 м² · 8 сот.,18 000 000〒,Мусрепова 43,3,114.0,1
Отдельный дом · 5 комнат · 140 м² · 6 сот.,90 000 000〒,Мәңгілік ел 22,5,140.0,1
Отдельный дом · 4 комнаты · 150 м² · 6 сот.,34 999 999〒,"Ульбинский, Алтайская 17",4,150.0,1
Отдельный дом · 14 комнат · 411 м² · 14 сот.,125 000 000〒,улица Ашимова 86,14,411.0,1
Отдельный дом · 14 комнат · 411 м² · 14 сот.,125 000 000〒,улица Ашимова 86,14,411.0,1
Отдельный дом · 3 комнаты · 64 м² · 7.5 сот.,19 500 000〒,Шаумяна 10 14линия,3,64.0,1
Часть дома · 3 комнаты · 70 м² · 10 сот.,48 000 000〒,"Алатауский р-н, мкр Акбулак, Шорманова 21",3,70.0,1
Отдельный дом · 3 комнаты · 70 м² · 8 сот.,26 500 000〒,"Каратауский р-н, мкр Достык , Бирлик",3,70.0,1
Отдельный дом · 5 комнат · 180 м² · 6.5 сот.,115 000 000〒,"Наурызбайский р-н, мкр Рахат 51",5,180.0,1
Отдельный дом · 3 комнаты · 95 м² · 5 сот.,11 500 000〒,мкр Жана Орда — Алтын Орда не доезжая трекино,3,95.0,1
Часть дома · 5 комнат · 160 м² · 3 сот.,90 000 000〒,"Янко — Район парка, ресторан Жаркын",5,160.0,1
Отдельный дом · 4 комнаты · 68 м² · 6.6 сот.,18 000 000〒,Жансугуров 14,4,68.0,1
Отдельный дом · 5 комнат · 220 м² · 4 сот.,125 000 000〒,"Наурызбайский р-н, Айтматова 18 — Аксайская улица",5,220.0,1
Отдельный дом · 4 комнаты · 200 м² · 25.4 сот.,27 000 000〒,Мамыр Озбеккалиев 106 — Коладан или Темірқазыктан,4,200.0,1
Отдельный дом · 18 комнат · 1000 м² · 6 сот.,123 000 000〒,"Наурызбайский р-н, мкр Шугыла — Кг Елисейские поля",18,1000.0,1
Отдельный дом · 5 комнат · 250 м² · 15.5 сот.,88 000 000〒,Жибек Жолы 8 — По дороге на КазКосмос . Элитное место. В сосновом  лесу,5,250.0,1
Отдельный дом · 5 комнат · 156 м² · 10 сот.,59 000 000〒,Кетбука 87 — На против Самсунга,5,156.0,1
Отдельный дом · 7 комнат · 70 м² · 2.8 сот.,37 000 000〒,"Турксибский р-н, Акан сери (Бехтерова) 76/2 — Айбасова",7,70.0,1
Отдельный дом · 4 комнаты · 173 м² · 3 сот.,33 333 333〒,Кайрат Жумагалиев 2/1 — Чагано набережная,4,173.0,1
Отдельный дом · 6 комнат · 200 м² · 8 сот.,49 900 000〒,Алматинская 14 — Массив Барысхан,6,200.0,1
Отдельный дом · 6 комнат · 185 м² · 10 сот.,16 000 000〒,"Каратауский р-н, Касымбек 101 — Касымбек датка ауылы",6,185.0,1
Часть дома · 7 комнат · 280 м² · 10 сот.,73 000 000〒,Отырар 18а — Шанырак тойхана,7,280.0,1
Отдельный дом · 10 комнат · 1000 м² · 23 сот.,750 000 000〒,"Бостандыкский р-н, мкр Мирас 7777",10,1000.0,1
Часть дома · 4 комнаты · 110.8 м² · 20 сот.,25 000 000〒,"С. Аралтал, улица-6, участок-22 Дом 22",4,110.8,1
Дача · 4 комнаты · 85 м² · 12 сот.,7 000 000〒,Турарские дачи,4,85.0,1
Отдельный дом · 4 комнаты · 150 м² · 5 сот.,55 000 000〒,Алдабергенова 170,4,150.0,1
Отдельный дом · 4 комнаты · 150 м² · 5 сот.,55 000 000〒,Алдабергенова 171,4,150.0,1
Часть дома · 3 комнаты · 79 м² · 7 сот.,18 000 000〒,Жамбул 31,3,79.0,1
Отдельный дом · 6 комнат · 200 м² · 10 сот.,30 000 000〒,Ата Турик 211 — Старого автовокзала,6,200.0,1
Отдельный дом · 5 комнат · 166.7 м² · 10 сот.,37 900 000〒,"мкр Жумыскер, Шерхана Муртаза 1б",5,166.7,1
Отдельный дом · 5 комнат · 100 м² · 5.8 сот.,22 000 000〒,Уразбаева — К. Миханова,5,100.0,1
Отдельный дом · 6 комнат · 200 м² · 5.1 сот.,50 000 000〒,"мкр Жулдыз, Жулдыз- мкр",6,200.0,1
Отдельный дом · 6 комнат · 200 м² · 10 сот.,85 000 000〒,"Туран р-н, Нет 591 — Шымсити",6,200.0,1
Отдельный дом · 5 комнат · 183 м² · 12 сот.,20 000 000〒,Туран — Рыскулбекова,5,183.0,1
Отдельный дом · 5 комнат · 200.8 м² · 2.72 сот.,75 000 000〒,Ильяса Жансугирова 10 — Жером,5,200.8,1
Часть дома · 6 комнат · 172.3 м² · 7 сот.,75 000 000〒,Тимирязева 5-2 — Тимирязева-Гуръба,6,172.3,1
Отдельный дом · 10 комнат · 441 м² · 10 сот.,130 000 000〒,"Сарыарка р-н, Бозбиик 10 — За ТД Рахмет",10,441.0,1
Часть дома · 4 комнаты · 104.1 м² · 10 сот.,20 500 000〒,"Село Кенжеколь, Сатпаева 15 — Рамазанова",4,104.1,1
Отдельный дом · 3 комнаты · 70 м² · 4 сот.,21 000 000〒,"Абайский р-н, жилой массив Кайнар Булак, Грушевая 52А — Старая конечная , супермаркет Корзинка",3,70.0,1
Отдельный дом · 7 комнат · 400 м² · 6 сот.,190 000 000〒,"Медеуский р-н, мкр Горный Гигант, Жамакаева 182",7,400.0,1
Отдельный дом · 6 комнат · 600 м² · 13 сот.,650 000 000〒,"Наурызбайский р-н, мкр Таусамалы, 4 линия 253",6,600.0,1
Отдельный дом · 5 комнат · 100 м² · 10 сот.,16 000 000〒,Есет Батыра 126,5,100.0,1
Отдельный дом · 6 комнат · 164.4 м² · 6 сот.,59 000 000〒,Астана 210,6,164.4,1
Отдельный дом · 6 комнат · 370 м² · 12.5 сот.,180 000 000〒,"Есильский р-н, Мкр Тельмана, Аккемер 28/2",6,370.0,1
Часть дома · 4 комнаты · 132 м² · 10 сот.,25 000 000〒,Акселен 51 — Возле магазин Раяна,4,132.0,1
Отдельный дом · 5 комнат · 100 м² · 8 сот.,37 000 000〒,"Аль-Фарабийский р-н, мкр Сауле , Мкр Сауле Бөген 18 18 — Арай астоновка",5,100.0,1
Отдельный дом · 8 комнат · 950 м² · 24 сот.,1 200 000 000〒,Панфилова,8,950.0,1
Отдельный дом · 6 комнат · 209 м² · 10 сот.,41 000 000〒,"жилой массив Акжар-2, Шары Жиенкуловой 8 — 70 школа",6,209.0,1
Отдельный дом · 5 комнат · 539.1 м² · 12.17 сот.,420 000 000〒,"Бостандыкский р-н, Жанару",5,539.1,1
Дача · 3 комнаты · 78 м² · 7.5 сот.,17 000 000〒,"Медеуский р-н, мкр Кенсай, Сантехник 11 — Сантехник",3,78.0,1
Отдельный дом · 6 комнат · 220 м² · 5 сот.,42 000 000〒,Радлова 4/1 — Отличный вариант для семейного счастья,6,220.0,1
Отдельный дом · 5 комнат · 185.8 м² · 8 сот.,60 000 000〒,Малькеева 88а,5,185.8,1
Часть дома · 6 комнат · 170 м² · 10 сот.,57 000 000〒,Жулдыз 54 — Хан торе тоиханасынын арты,6,170.0,1
Отдельный дом · 5 комнат · 180 м² · 10 сот.,55 500 000〒,БЦХТ элиткоттеджгородок.кз,5,180.0,1
Отдельный дом · 10 комнат · 500 м² · 1200 сот.,150 000 000〒,"мкр ""Шыгыс 3"", Мкр""Шыгыс3"" 26",10,500.0,1
Отдельный дом · 5 комнат · 200 м² · 8 сот.,80 000 000〒,"Алатауский р-н, мкр Улжан-1 — Ақжар",5,200.0,1
Часть дома · 6 комнат · 290 м² · 8 сот.,18 000 000〒,17 улица 5 — Остановка,6,290.0,1
Часть дома · 6 комнат · 210 м² · 5 сот.,45 000 000〒,"Казыбек би р-н, мкр Новый Город, Мкр Михайловка 2/1 — Липецкая",6,210.0,1
Отдельный дом · 4 комнаты · 125 м² · 10 сот.,32 000 000〒,Сейфуллина,4,125.0,1
Отдельный дом · 1 комната · 42 м² · 7 сот.,18 000 000〒,Белинского — Пересечение Достык,1,42.0,1
Отдельный дом · 5 комнат · 224 м² · 6 сот.,34 500 000〒,Ракишева 141,5,224.0,1
Часть дома · 3 комнаты · 110 м² · 8 сот.,65 000 000〒,"Наурызбайский р-н, мкр Калкаман-2 40 — Актанберды жырау",3,110.0,1
Отдельный дом · 5 комнат · 136 м² · 10 сот.,33 000 000〒,1 квартал 76,5,136.0,1
Отдельный дом · 4 комнаты · 150 м² · 10 сот.,37 000 000〒,"Оразгелді Датқа 49 — Мектеп, народный отбасы банк, жібек жолы парк",4,150.0,1
Отдельный дом · 4 комнаты · 150 м² · 10 сот.,37 000 000〒,"Оразгелді Датқа 49 — Мектеп, народный отбасы банк, жібек жолы парк",4,150.0,1
Отдельный дом · 6 комнат · 144.7 м² · 10 сот.,24 000 000〒,Балкаш 15 — Кмз,6,144.7,1
Часть дома · 6 комнат · 242 м² · 10 сот.,65 000 000〒,Макашов новостройка — Новостройка,6,242.0,1
Отдельный дом · 4 комнаты · 240 м² · 8 сот.,77 000 000〒,Булакты 37/2 — Суюнбая  магазин южный,4,240.0,1
Отдельный дом · 4 комнаты · 107 м² · 8 сот.,46 000 000〒,Шарипова 20 — Лесозавод,4,107.0,1
Отдельный дом · 6 комнат · 200 м² · 15 сот.,60 000 000〒,Гаухар ана 113,6,200.0,1
Отдельный дом · 4 комнаты · 100 м² · 8 сот.,35 000 000〒,ул. Кокжар 2675,4,100.0,1
Отдельный дом · 6 комнат · 333.8 м² · 10 сот.,52 000 000〒,ул. Мұстафа Шокай,6,333.8,1
Дача · 3 комнаты · 45 м² · 10 сот.,14 000 000〒,Вишневая 130,3,45.0,1
Дача · 3 комнаты · 105 м² · 10 сот.,7 500 000〒,"мкр Коктем, 123 сүрау керек",3,105.0,1
Отдельный дом · 8 комнат · 214 м² · 10 сот.,45 000 000〒,"мкр Береке, Аманат 14 — Континер Футзал",8,214.0,1
Отдельный дом · 5 комнат · 168 м² · 4.5 сот.,43 000 000〒,Кокшетау — Утемисова,5,168.0,1
Отдельный дом · 3 комнаты · 50 м² · 5 сот.,30 000 000〒,"Медеуский р-н, мкр Каменское плато, Байконурская 38",3,50.0,1
Отдельный дом · 3 комнаты · 90 м² · 40 сот.,7 000 000〒,Желтоксан 19,3,90.0,1
Отдельный дом · 5 комнат · 130 м² · 7 сот.,45 000 000〒,Байшешек 45А,5,130.0,1
Дача · 3 комнаты · 45 м² · 14 сот.,3 500 000〒,Соленое озеро,3,45.0,1
Отдельный дом · 8 комнат · 289.7 м² · 1731 сот.,28 000 000〒,Кокрекпаева 1 — Вокзала,8,289.7,1
Отдельный дом · 7 комнат · 100 м² · 200 сот.,7 000 000〒,Зоя космодемьянская 21,7,100.0,1
Отдельный дом · 4 комнаты · 96.4 м² · 10 сот.,33 500 000〒,Шуғыла 22 — Меновное,4,96.4,1
Отдельный дом · 3 комнаты · 81 м² · 4 сот.,21 500 000〒,Аксайская,3,81.0,1
Отдельный дом · 2 комнаты · 60 м² · 4.3 сот.,17 000 000〒,Жетісу 21,2,60.0,1
Отдельный дом · 4 комнаты · 200 м² · 14 сот.,150 000 000〒,Шамши калдаякова 37,4,200.0,1
Отдельный дом · 6 комнат · 290 м² · 10 сот.,79 990 000〒,"Нура р-н, мкр Уркер 3",6,290.0,1
Отдельный дом · 4 комнаты · 50 м² · 3 сот.,11 000 000〒,Бережинского 38,4,50.0,1
Отдельный дом · 1 комната · 85 м² · 10 сот.,17 000 000〒,Ермек 45,1,85.0,1
